WKT,Highway
"LINESTRING (4.892192 47.040303,4.850889 47.066203,4.696679 47.173205,4.612675 47.232605,4.560172 47.256704,4.50137 47.271704,4.449067 47.338705,4.359161 47.391105,4.280155 47.447607,3.996343 47.528202,3.970044 47.536102,3.92864 47.566202,3.897138 47.603203,3.899136 47.643104,3.886334 47.662205,3.849132 47.684705,3.788131 47.699704,3.728028 47.732203,3.720826 47.760605,3.708125 47.769706,3.638621 47.795104,3.623821 47.804203,3.603118 47.841704,3.582617 47.855205,3.551316 47.860205,3.528616 47.855204,3.492614 47.852203,3.431611 47.875701,3.39861 47.898101,3.273506 47.9417,3.16 47.999701,3.090495 48.0572,3.01509 48.103601,2.917586 48.134101,2.776779 48.211199,2.728775 48.2527,2.716774 48.266601,2.707573 48.2777,2.680572 48.2872,2.613969 48.3186,2.596569 48.3372,2.558764 48.380701,2.555263 48.402103,2.516558 48.471603,2.492553 48.556206,2.473252 48.565706,2.465552 48.572606,2.432049 48.611207)",Motorway
"LINESTRING (3.557035 43.447911,3.532835 43.43441,3.454833 43.418407,3.404833 43.388405,3.296735 43.3425,3.255234 43.324898,3.223534 43.309397,3.199735 43.301495,3.095832 43.260191,3.067834 43.23769,3.033835 43.191687,2.997336 43.160885,2.987836 43.138982,2.959836 43.134983,2.923838 43.10698,2.915838 43.07498,2.945841 43.004876,2.969844 42.944874,2.971846 42.908873,2.899847 42.834867,2.881849 42.778864,2.859853 42.704861,2.859853 42.674859,2.851855 42.638857,2.811857 42.556852,2.80586 42.538851,2.805858 42.52085,2.82186 42.506851,2.883862 42.504851)",Motorway
"LINESTRING (3.182782 44.438548,3.172783 44.421746,3.105184 44.386943,3.097686 44.359042,3.064784 44.34624,3.054484 44.335039,3.060986 44.32624,3.063487 44.269537,3.045489 44.251236,3.045287 44.238535,3.067291 44.203534,3.073795 44.138731,3.060196 44.11203)",Primary Route
"LINESTRING (3.125452 45.038574,3.126253 45.024772,3.156656 44.999772,3.158456 44.97347,3.182759 44.953071,3.217762 44.893969,3.245764 44.869068,3.276968 44.786965,3.26877 44.760964,3.26867 44.749564,3.272671 44.730763,3.265472 44.690761,3.234472 44.666558,3.235975 44.636059,3.270275 44.605557,3.266778 44.556555,3.226479 44.513552,3.235181 44.496051,3.204183 44.451748,3.182684 44.438548)",Primary Route
"LINESTRING (3.123971 50.143185,3.147471 50.152587,3.172871 50.170687,3.185169 50.181688,3.20167 50.19509,3.259467 50.227092,3.317469 50.241594,3.329468 50.244194,3.334166 50.267096,3.354667 50.290597,3.361667 50.297598,3.416465 50.315699,3.455966 50.338602,3.479966 50.347603,3.512967 50.335202,3.553968 50.335203,3.58937 50.357106,3.604867 50.386107)",Motorway
"LINESTRING (3.605867 50.385107,3.610866 50.401108,3.622866 50.40911)",Motorway
"LINESTRING (6.176604 49.194126,6.170802 49.193625,6.162102 49.193225,6.123301 49.205224,6.0418 49.17582,6.000599 49.18582,5.982499 49.19312,5.966097 49.19622,5.872095 49.194118,5.806094 49.182815,5.745996 49.160713,5.693294 49.135311,5.644593 49.125309,5.608494 49.126808,5.568792 49.115307,5.480791 49.117805,5.415288 49.109702,5.389787 49.116302,5.287286 49.091799,5.104982 49.088794,5.08328 49.095294,5.03658 49.092292,5.01458 49.098292,4.997079 49.091791,4.93948 49.075789,4.803977 49.070185,4.797276 49.069785,4.735075 49.068284,4.631574 49.036281,4.552572 49.033278,4.531273 49.030277,4.500571 49.026276,4.432069 49.034775,4.358266 49.033773,4.311767 49.042772,4.283264 49.054271,4.245261 49.113773,4.220259 49.130273,4.198056 49.156774,4.159956 49.178774,4.041048 49.229172,4.019247 49.244173)",Motorway
"LINESTRING (4.280264 49.053272,4.272268 48.979267,4.281571 48.945166,4.308274 48.905267,4.224281 48.733257,4.200283 48.711256,4.166285 48.657253,4.157088 48.58915)",Motorway
"LINESTRING (3.996334 43.664032,4.008834 43.680432,4.070834 43.714436,4.122833 43.722437,4.170834 43.75644,4.210834 43.75644,4.228835 43.764441,4.263333 43.803544,4.287335 43.819545,4.346835 43.812446,4.384737 43.818547,4.419333 43.86555)",Motorway
"LINESTRING (4.830833 44.09897,4.832035 44.061769,4.809336 44.037567,4.781335 44.031566,4.657035 43.95526,4.563335 43.925557,4.501334 43.919555,4.421333 43.86555)",Motorway
"LINESTRING (3.113116 45.778105,3.160117 45.774105,3.202218 45.783008,3.198617 45.810609,3.247916 45.829111,3.308618 45.832613,3.518621 45.869118,3.556621 45.884621,3.582122 45.888622,3.628623 45.886623,3.712626 45.850623,3.752626 45.848624,3.792627 45.868625,3.886629 45.850627,4.034632 45.85013,4.097637 45.807632,4.129639 45.77963,4.180141 45.75363,4.189141 45.74013,4.194643 45.726629,4.180646 45.660625,4.180648 45.640625,4.188647 45.624625,4.224652 45.566623,4.268155 45.515621,4.319657 45.475621,4.351661 45.461121,4.375259 45.456122,4.402661 45.452621,4.42836 45.438522,4.437261 45.439122)",Important Route
"LINESTRING (4.929955 45.808751,4.901951 45.854752,4.839948 45.890751,4.801947 45.900752,4.767946 45.926752,4.715942 45.93675)",Motorway
"LINESTRING (4.437861 45.438521,4.503961 45.478726,4.53396 45.504728,4.58796 45.53273,4.621961 45.541131,4.682961 45.570634,4.703761 45.574634,4.745761 45.589136,4.75526 45.590637)",Motorway
"LINESTRING (4.892192 47.040303,4.880192 47.016302,4.846195 46.933298,4.838203 46.809192,4.838201 46.803092,4.838202 46.799091,4.838203 46.784691,4.836105 46.783091,4.827703 46.77669,4.813704 46.761189,4.812203 46.745689,4.835406 46.703187,4.84171 46.663686,4.884414 46.569183,4.88362 46.50168,4.88062 46.489679,4.807926 46.340771,4.794426 46.312171,4.788728 46.274668,4.77023 46.218165,4.768231 46.211564,4.722238 46.051156,4.730942 45.990154,4.729143 45.980653,4.715743 45.940151,4.713144 45.92915,4.710944 45.924549,4.712446 45.889148,4.726648 45.874149,4.733946 45.866548,4.748448 45.854048,4.75845 45.815047,4.758451 45.811647,4.760653 45.792646,4.777252 45.768145,4.799255 45.753146)",Motorway
"LINESTRING (4.970188 47.129309,4.992186 47.153311,5.000184 47.226314,5.022182 47.259316,5.070183 47.257317,5.123182 47.283319,5.137182 47.318322,5.143178 47.415326,5.155175 47.465328,5.237871 47.578835,5.23987 47.590834,5.217868 47.620836,5.235864 47.71284,5.263862 47.748843,5.26186 47.806845,5.247855 47.870847,5.233854 47.898848,5.399853 47.976855,5.481854 47.962857,5.505856 47.970858,5.517654 47.994859,5.536851 48.039261,5.628352 48.080165,5.651651 48.117167,5.72985 48.175172,5.826151 48.208276,5.869648 48.242279,5.856145 48.29128,5.850545 48.320781,5.856142 48.356182,5.871142 48.380684,5.86664 48.410784,5.85584 48.426787,5.862338 48.448287,5.908335 48.49629,5.908835 48.527291,5.895634 48.53569,5.897833 48.540791,5.882032 48.565792,5.871826 48.649695,5.888128 48.652696,5.903326 48.656296,5.910326 48.670197,5.916626 48.675297,5.963826 48.684799,6.10383 48.692303,6.109831 48.692703,6.117829 48.691803,6.12783 48.700304,6.155329 48.713205,6.150128 48.735805,6.155828 48.749807,6.143127 48.767807,6.145026 48.789809,6.120526 48.794307,6.088622 48.845809,6.099318 48.88331,6.114717 48.935915,6.104814 48.968814,6.115811 49.013216,6.110309 49.079718,6.112807 49.089719,6.129808 49.09722,6.171706 49.110922)",Motorway
"LINESTRING (4.91719 47.068304,4.997192 47.064707)",Motorway
"LINESTRING (5.394281 43.297746,5.432082 43.297246,5.454082 43.302548,5.499883 43.295047,5.527384 43.299049,5.546584 43.283449,5.584086 43.27775,5.601887 43.253749,5.600088 43.243749,5.615889 43.221748,5.634089 43.215748,5.69609 43.23975,5.720091 43.233751,5.746093 43.195749,5.802296 43.146248,5.829897 43.137748,5.847897 43.133049,5.885899 43.130449,5.9321 43.12755,5.9869 43.140552,5.995803 43.142452,6.018101 43.152753,6.030099 43.195756,6.046099 43.197756,6.084099 43.241758)",Motorway
"LINESTRING (4.886796 44.934311,4.912296 44.948612,4.983794 44.999816,4.997295 45.009616,5.021995 45.023518,5.113996 45.012819,5.219997 45.054823,5.237996 45.082825,5.245995 45.124727,5.281994 45.148729,5.319996 45.14473,5.349996 45.154731,5.439996 45.218736,5.495993 45.276739,5.547992 45.306743,5.595995 45.300744,5.637998 45.234741,5.670001 45.204741,5.709002 45.201542,5.713502 45.193542,5.756004 45.196043)",Primary Route
"LINESTRING (4.929955 45.808751,5.037956 45.822754,5.069957 45.834755,5.107956 45.870758,5.137955 45.880759,5.195957 45.882761,5.291955 45.958766,5.289955 45.976767,5.309954 45.994768,5.319953 46.018769,5.31395 46.050771,5.29195 46.074771,5.377949 46.118775,5.449951 46.124778,5.489751 46.150779,5.547951 46.154781,5.585953 46.14478,5.635952 46.186784,5.689953 46.184785,5.713755 46.172785,5.725956 46.150785,5.751958 46.140785,5.789961 46.092784,5.857963 46.074785,5.959963 46.122789,6.003964 46.134792,6.093967 46.128794,6.135968 46.132795,6.207966 46.174797)",Motorway
"LINESTRING (4.998692 47.064807,5.020694 47.066808,5.036693 47.054808,5.156696 47.04281,5.200698 47.052811,5.242697 47.072813,5.296697 47.084815,5.385697 47.119319,5.443699 47.12832,5.485198 47.143822,5.528701 47.160324,5.658703 47.178828,5.706701 47.206831,5.764701 47.216832,5.806704 47.210833,5.882705 47.218835,5.912704 47.228836,5.948205 47.255239,6.004606 47.26984,6.151706 47.328346,6.279707 47.354351,6.338708 47.387354,6.463708 47.434359,6.554711 47.441361,6.612711 47.425362,6.650712 47.437363,6.707714 47.432364,6.757715 47.443365,6.799713 47.479369,6.831715 47.49337,6.836711 47.547371,6.82871 47.569373,6.822708 47.602374)",Motorway
"LINESTRING (6.416099 43.411775,6.557102 43.43378,6.670403 43.459983,6.715104 43.470784,6.729303 43.497786,6.763403 43.516988,6.791803 43.54799,6.880405 43.541092,6.919106 43.545093,6.949405 43.559594,6.979405 43.590297,7.035606 43.597798,7.092607 43.617,7.134106 43.675803,7.174106 43.681805,7.178106 43.709806,7.252106 43.725808,7.296107 43.72181,7.368107 43.755813,7.412108 43.761814)",Motorway
"LINESTRING (6.822708 47.601375,6.821706 47.614375,6.896708 47.650378,6.997208 47.691883,7.099209 47.719186,7.11241 47.723187,7.141411 47.732688,7.264212 47.747192,7.296212 47.758194,7.355611 47.794796,7.389613 47.815797,7.416613 47.816798,7.474616 47.793798,7.503617 47.787799,7.528618 47.7898)",Motorway
"LINESTRING (7.664167 48.756945,7.677668 48.745345,7.692372 48.714243,7.709873 48.701743,7.736174 48.668842,7.726874 48.64534,7.726077 48.604839,7.720078 48.575238,7.730079 48.564837,7.726179 48.542336,7.69168 48.527835,7.694682 48.501835,7.679083 48.489834,7.626887 48.394727,7.522888 48.320822,7.499389 48.319821,7.453187 48.28632,7.422188 48.263318,7.40219 48.217815,7.396092 48.193214,7.373593 48.165812,7.381894 48.151211,7.367395 48.141711,7.357897 48.087807,7.350397 48.072806,7.359598 48.059207,7.377701 48.017806,7.368701 47.999805,7.344204 47.919201,7.359113 47.789295,7.374614 47.757795,7.416117 47.728794,7.493425 47.635292,7.550627 47.588791)",Motorway
"LINESTRING (6.816323 49.135839,6.839125 49.112238,6.866626 49.103839,6.879627 49.084838,6.948129 49.059239,7.029635 49.04084,7.052335 49.043241,7.072037 49.02634,7.074337 49.01184,7.061338 48.98984,7.06854 48.966238,7.110843 48.936838,7.115643 48.918837,7.124545 48.896736,7.122646 48.848834,7.16135 48.810334,7.241156 48.770334,7.258656 48.775735,7.307857 48.768735,7.358157 48.760836,7.414659 48.777339,7.477661 48.76734,7.625665 48.771843,7.664167 48.757446)",Motorway
"LINESTRING (-1.728259 43.338881,-1.698259 43.344882,-1.578261 43.424889,-1.500262 43.464892,-1.440261 43.480894,-1.42226 43.490895,-1.414262 43.508896)",Motorway
"LINESTRING (-1.614255 47.254948,-1.598255 47.26165,-1.586355 47.26495,-1.506754 47.279654,-1.476353 47.282054,-1.430454 47.301555,-1.398456 47.345458,-1.358456 47.370061,-1.032453 47.41957,-1.004452 47.413571,-0.922451 47.433574,-0.850451 47.438576,-0.780448 47.431577,-0.726449 47.445579,-0.694451 47.466581,-0.662848 47.455081,-0.654449 47.459082,-0.581348 47.476584,-0.551747 47.476485,-0.535748 47.471485,-0.524547 47.474486)",Motorway
"LINESTRING (-0.526247 47.473986,-0.493847 47.493987,-0.460447 47.508089,-0.398446 47.50809,-0.322447 47.545593,-0.310449 47.562095,-0.304448 47.587096,-0.264451 47.608098,-0.252451 47.635598,-0.270454 47.6661,-0.268454 47.681501,-0.254455 47.698002,-0.198455 47.729604,-0.176456 47.755606,-0.126459 47.82761,-0.088461 47.865512,-0.080464 47.902014,-0.028464 47.946617,0.097535 47.999623,0.113733 48.016724,0.138733 48.036125)",Important Route
"LINESTRING (-0.638608 44.77667,-0.650609 44.78237,-0.66111 44.797471,-0.66311 44.813471,-0.660811 44.831873,-0.663211 44.843373,-0.646613 44.867974,-0.624613 44.886876,-0.594613 44.888476,-0.572212 44.884677,-0.561212 44.883977,-0.549612 44.881977,-0.543313 44.882377,-0.540311 44.882477,-0.53711 44.882477,-0.532611 44.882678,-0.524111 44.883178,-0.517311 44.885978,-0.477213 44.925982,-0.429114 44.979185,-0.420615 44.999685,-0.425717 45.029986,-0.480122 45.112989,-0.484124 45.165891,-0.494126 45.193392,-0.523628 45.220892,-0.54673 45.277394,-0.575633 45.333496,-0.577835 45.338495,-0.605337 45.379497,-0.599838 45.401498,-0.597139 45.418999,-0.614343 45.479001,-0.589148 45.592507,-0.59965 45.606907,-0.626651 45.639408,-0.654854 45.693409,-0.677156 45.745912,-0.670658 45.765011,-0.657659 45.795014,-0.62966 45.821014,-0.612663 45.888918,-0.576164 45.928421,-0.557667 45.962923,-0.53167 46.044527,-0.511676 46.157532,-0.465676 46.211536,-0.394379 46.288042,-0.366182 46.308042,-0.300182 46.349545,-0.266181 46.354447,-0.096682 46.419953,-0.077681 46.426054,-0.03238 46.440557,-0.002881 46.449557,0.106118 46.492563,0.184319 46.505064,0.278817 46.557968,0.284817 46.59557,0.294616 46.606471,0.306116 46.612072,0.344316 46.633074,0.346115 46.651574,0.368312 46.715578,0.392711 46.744579,0.49621 46.790084,0.517309 46.810486,0.521808 46.830986,0.525804 46.911089,0.544602 46.948993,0.559698 47.018495,0.582798 47.055597,0.589095 47.108099,0.596792 47.141501,0.687787 47.280609,0.693287 47.293609,0.703285 47.342612,0.711783 47.362614,0.715582 47.378113)",Motorway
"LINESTRING (1.356487 43.510362,1.357487 43.522963,1.417285 43.577466)",Motorway
"LINESTRING (1.84877 47.999167,1.848774 47.942165)",Motorway
"LINESTRING (1.904041 48.54469,1.906746 48.453687,1.897747 48.412084,1.865752 48.340682,1.845759 48.204676,1.854664 48.124172,1.84077 48.025569,1.849271 47.999668)",Motorway
"LINESTRING (2.110228 48.841208,2.179529 48.84771,2.25753 48.859112)",Motorway
"LINESTRING (2.248939 48.706206,2.234239 48.695704,2.209739 48.681705,2.193039 48.668703,2.17574 48.651101,2.11714 48.613699,2.06514 48.602596,1.996241 48.570094,1.904041 48.54469)",Motorway
"LINESTRING (2.433548 48.611106,2.372945 48.661108,2.339042 48.677206,2.30694 48.709208)",Motorway
"LINESTRING (2.543099 51.033202,2.439098 51.015199,2.381097 51.011698,2.323095 51.004696,2.255097 50.981193,2.137094 50.955189,1.909091 50.942183,1.969894 50.917683,1.989895 50.901184,2.013899 50.858683,2.093904 50.803182,2.131109 50.749681,2.173111 50.722581,2.221414 50.697182,2.231916 50.692183,2.272419 50.64068,2.356923 50.591181,2.390627 50.563082,2.46963 50.540682,2.496132 50.531683,2.546632 50.532183,2.607436 50.508685,2.613436 50.503685,2.651437 50.501186,2.667637 50.497587,2.692139 50.476185,2.706842 50.431685,2.733845 50.412586,2.751945 50.399586,2.760448 50.367585,2.78515 50.347183,2.861153 50.319184,2.897455 50.312586)",Motorway
"LINESTRING (2.983835 43.159684,2.889035 43.155482,2.74253 43.18068,2.689329 43.178378,2.647028 43.176877,2.597827 43.179376,2.497326 43.178374,2.319021 43.201171,2.239518 43.224969,2.099414 43.239467,2.035312 43.257867,1.991411 43.273466,1.929508 43.303466,1.851305 43.325165,1.769302 43.374165,1.71 43.401966,1.638298 43.427965,1.604995 43.452165,1.51689 43.507966,1.493389 43.540467,1.456888 43.566967)",Motorway
"LINESTRING (3.066196 44.103229,3.079997 44.087929,3.107796 44.093929,3.115498 44.08373,3.099798 44.070029,3.127999 44.039228,3.145202 44.003927,3.174503 43.981026,3.202305 43.953026,3.220806 43.927225,3.29481 43.879725,3.304712 43.861024,3.29581 43.853924,3.292811 43.834923,3.309514 43.77192,3.319816 43.75902,3.318517 43.740919,3.307317 43.738019,3.318018 43.710219,3.349319 43.691917)",Primary Route
"LINESTRING (3.124452 45.039573,3.100451 45.060574,3.100949 45.076073,3.133948 45.136078,3.134947 45.155478,3.187743 45.232083,3.183443 45.249584,3.185442 45.303486,3.213939 45.357589,3.265738 45.383592,3.229136 45.453594,3.226935 45.469095,3.242932 45.498096,3.23643 45.539998,3.235931 45.546098,3.224929 45.585601,3.209128 45.5945,3.155724 45.656001,3.160422 45.682602,3.144621 45.706104,3.131121 45.704104,3.117917 45.751603,3.113116 45.778105)",Motorway
"LINESTRING (2.410435 48.834214,2.418535 48.826715,2.448535 48.821716,2.470236 48.828716,2.562939 48.836619,2.59424 48.83222,2.711041 48.827223,2.796444 48.832726,2.808243 48.834726,2.842743 48.859227,2.867242 48.875228,2.890743 48.882229,2.936242 48.906131,3.016042 48.926733,3.045741 48.949736,3.081241 48.980638,3.19224 49.037743,3.24854 49.044745,3.330242 49.059148,3.358041 49.079149,3.391242 49.08165,3.533743 49.122754,3.586444 49.127257,3.634044 49.144259,3.718546 49.152261,3.744045 49.169764,3.759043 49.197065,3.840743 49.229068,3.983046 49.249172)",Motorway
"LINESTRING (3.123971 50.143185,3.148971 50.120184,3.171477 50.075683,3.176378 50.064683,3.170681 50.000082,3.178483 49.969678,3.248489 49.891178,3.230691 49.862078,3.232992 49.840676,3.246693 49.829175,3.257693 49.820175,3.285695 49.813077,3.337196 49.797177,3.367199 49.778177,3.437205 49.705176,3.463208 49.665175,3.547213 49.616675,3.655217 49.595676,3.70322 49.567177,3.781223 49.547177,3.857228 49.507179,3.891231 49.468178,3.945236 49.375176,3.993242 49.334876,4.011242 49.309175,4.011243 49.297174,3.981245 49.248873,4.019047 49.244173)",Motorway
"LINESTRING (5.231853 47.900848,5.203852 47.900847,5.185851 47.912848,5.097642 48.02225,4.915835 48.072848,4.781832 48.088845,4.709829 48.122844,4.52182 48.182842,4.441819 48.17484,4.373817 48.196839,4.257813 48.192835,4.175811 48.204834,4.163809 48.216835,4.147609 48.249136,4.145605 48.289136,4.147598 48.425143,4.161591 48.535148,4.157588 48.58915)",Motorway
"LINESTRING (4.886796 44.934311,4.889994 44.961112,4.885494 44.999813,4.870691 45.057316,4.858184 45.203622,4.845979 45.265524,4.836278 45.284624,4.800675 45.319626,4.792272 45.383128,4.82497 45.451532,4.829969 45.468534,4.829967 45.483534,4.824267 45.510535,4.823965 45.528636,4.833965 45.543537,4.822263 45.597039,4.779762 45.594538,4.756461 45.590637)",Motorway
"LINESTRING (4.798954 45.753545,4.817954 45.746545,4.815957 45.708543,4.823458 45.702143,4.842959 45.682543,4.83476 45.62664,4.821962 45.596739,4.895963 45.624742,4.943963 45.658744,4.973958 45.728748,4.971958 45.76075,4.951957 45.79275,4.929955 45.808751)",Motorway
"LINESTRING (4.964861 45.695046,5.019963 45.680747,5.079964 45.670148,5.165969 45.640749,5.21997 45.63075,5.275974 45.596749,5.305975 45.562749,5.363978 45.548749,5.407978 45.54875,5.475777 45.586754,5.52448 45.592155,5.57198 45.588056,5.589481 45.587156,5.818687 45.582661,5.886787 45.595064,5.899987 45.603664)",Motorway
